"genes"	"HGNC.symbol"
"9720"	"Cebpd"	"CEBPD"
"9721"	"Nudt12"	"NUDT12"
"9722"	"Vps18"	"VPS18"
"9723"	"Ranbp10"	"RANBP10"
"9724"	"Pdc"	"PDC"
"9725"	"Syt15"	"SYT15"
"9726"	"Ccs"	"CCS"
"9727"	"Wsb1"	"WSB1"
"9728"	"Siglecg"	"SIGLEC11"
"9729"	"Siglecg"	"SIGLEC10"
"9730"	"Aoah"	"AOAH"
"9731"	"Eif4a2"	"EIF4A2"
"9732"	"Stx19"	"STX19"
"9733"	"Eif2s2"	"EIF2S2"
"9734"	"Sorbs1"	"SORBS1"
"9735"	"Lactb"	"LACTB"
"9736"	"Pdgfrb"	"PDGFRB"
"9737"	"Tex48"	"TEX48"
"9738"	"Ascl3"	"ASCL3"
"9739"	"Man2a2"	"MAN2A2"
"9740"	"Zfp740"	"ZNF740"
"9741"	"St6galnac5"	"ST6GALNAC5"
"9742"	"H13"	"HM13"
"9743"	"Ctcfl"	"CTCFL"
"9744"	"Slc43a2"	"SLC43A2"
"9745"	"Trp63"	"TP63"
"9746"	"Haus2"	"HAUS2"
"9747"	"Slc25a39"	"SLC25A39"
"9748"	"Gimap1"	"GIMAP1"
"9749"	"Tceal1"	"TCEAL1"
"9750"	"Saal1"	"SAAL1"
"9751"	"Rpusd2"	"RPUSD2"
"9752"	"Pex2"	"PEX2"
"9753"	"Kctd19"	"KCTD19"
"9754"	"Olfr782"	"OR6C6"
"9755"	"Dlgap1"	"DLGAP1"
"9756"	"Umod"	"UMOD"
"9757"	"4933402N03Rik"	"C10orf120"
"9758"	"Tlr8"	"TLR8"
"9759"	"Dnajc5b"	"DNAJC5B"
"9760"	"Olfr1137"	"OR5W2"
"9761"	"Zfp956"	"ZNF587B"
"9762"	"Zfp956"	"ZNF552"
"9763"	"Armcx3"	"ARMCX3"
"9764"	"Ccdc103"	"CCDC103"
"9765"	"Ier3"	"IER3"
"9766"	"Rnf8"	"RNF8"
"9767"	"Fgd3"	"FGD3"
"9768"	"Rpa3"	"RPA3"
"9769"	"Lrfn4"	"LRFN4"
"9770"	"Mthfs"	"MTHFS"
"9771"	"Mthfs"	"ST20-MTHFS"
"9772"	"Gsr"	"GSR"
"9773"	"Fbxo2"	"FBXO2"
"9774"	"Ip6k1"	"IP6K1"
"9775"	"a"	"ASIP"
"9776"	"Tex33"	"TEX33"
"9777"	"Tmc8"	"TMC8"
"9778"	"Zfp467"	"ZNF467"
"9779"	"Bbof1"	"BBOF1"
"9780"	"Arl15"	"ARL15"
"9781"	"Mme"	"MME"
"9782"	"Sh3tc2"	"SH3TC2"
"9783"	"Rmi1"	"RMI1"
"9784"	"Olfr1216"	"OR4C15"
"9785"	"Ivd"	"IVD"
"9786"	"Hps3"	"HPS3"
"9787"	"Mcph1"	"MCPH1"
"9788"	"Tmem219"	"TMEM219"
"9789"	"Smtn"	"SMTN"
"9790"	"Ccdc6"	"CCDC6"
"9791"	"C2cd5"	"C2CD5"
"9792"	"C7"	"C7"
"9793"	"Dennd1c"	"DENND1C"
"9794"	"Ctxn3"	"CTXN3"
"9795"	"Gimap7"	"GIMAP7"
"9796"	"Mst1"	"MST1"
"9797"	"Ccdc89"	"CCDC89"
"9798"	"Ap3b1"	"AP3B1"
"9799"	"Ppp1cc"	"PPP1CC"
"9800"	"Mboat2"	"MBOAT2"
"9801"	"Mnd1"	"MND1"
"9802"	"Zmat3"	"ZMAT3"
"9803"	"Arid3b"	"ARID3B"
"9804"	"Pah"	"PAH"
"9805"	"Fam151b"	"FAM151B"
"9806"	"Med22"	"MED22"
"9807"	"Aph1b"	"APH1B"
"9808"	"Cpm"	"CPM"
"9809"	"Tceal7"	"TCEAL7"
"9810"	"Pacs2"	"PACS2"
"9811"	"Bace2"	"BACE2"
"9812"	"Pdx1"	"PDX1"
"9813"	"Sh3bp5l"	"SH3BP5L"
"9814"	"Rspo2"	"RSPO2"
"9815"	"Rprd2"	"RPRD2"
"9816"	"Gart"	"GART"
"9817"	"Zfp457"	"ZNF695"
"9818"	"Zfp457"	"ZNF682"
"9819"	"Itpripl2"	"ITPRIPL2"
"9820"	"Mbip"	"MBIP"
"9821"	"Sncb"	"SNCB"
"9822"	"Tnp2"	"TNP2"
"9823"	"Wee1"	"WEE1"
"9824"	"Naxe"	"NAXE"
"9825"	"Mtmr9"	"MTMR9"
"9826"	"Fam92a"	"FAM92A"
"9827"	"Ppp2cb"	"PPP2CB"
"9828"	"Osbpl10"	"OSBPL10"
"9829"	"Kcnj13"	"KCNJ13"
"9830"	"Usp13"	"USP13"
"9831"	"Gpr171"	"GPR171"
"9832"	"Arxes1"	"SPCS3"
"9833"	"Kdm5b"	"KDM5B"
"9834"	"Tmem51"	"TMEM51"
"9835"	"Zfp580"	"ZNF580"
"9836"	"Flnb"	"FLNB"
"9837"	"Ccnj"	"CCNJ"
"9838"	"Gad2"	"GAD2"
"9839"	"Fcer1a"	"FCER1A"
"9840"	"Tubal3"	"TUBAL3"
"9841"	"Pinx1"	"PINX1"
"9842"	"Sema5b"	"SEMA5B"
"9843"	"Clip3"	"CLIP3"
"9844"	"Socs3"	"SOCS3"
"9845"	"Zfp787"	"ZNF787"
"9846"	"Cdc7"	"CDC7"
"9847"	"Kcnd3"	"KCND3"
"9848"	"Nol11"	"NOL11"
"9849"	"Plscr2"	"PLSCR1"
"9850"	"Tbp"	"TBP"
"9851"	"Kcnh7"	"KCNH7"
"9852"	"Olfr56"	"OR2V1"
"9853"	"Olfr56"	"OR2V2"
"9854"	"Pik3ip1"	"PIK3IP1"
"9855"	"Raph1"	"RAPH1"
"9856"	"Cldn1"	"CLDN1"
"9857"	"Taf1b"	"TAF1B"
"9858"	"Car4"	"CA4"
"9859"	"Gstm4"	"GSTM4"
"9860"	"Slc16a2"	"SLC16A2"
"9861"	"Nr6a1"	"NR6A1"
"9862"	"Gfap"	"GFAP"
"9863"	"Tex26"	"TEX26"
"9864"	"Chl1"	"CHL1"
"9865"	"Pnma5"	"PNMA5"
"9866"	"Vmn1r6"	"VN1R5"
"9867"	"Smpd2"	"SMPD2"
"9868"	"Vsig8"	"VSIG8"
"9869"	"Ankrd50"	"ANKRD50"
"9870"	"Nat8l"	"NAT8L"
"9871"	"Nup107"	"NUP107"
"9872"	"Tmem101"	"TMEM101"
"9873"	"Tgfb2"	"TGFB2"
"9874"	"R3hdm2"	"R3HDM2"
"9875"	"Lefty2"	"LEFTY1"
"9876"	"Lefty2"	"LEFTY2"
"9877"	"Ccdc185"	"CCDC185"
"9878"	"Olfr958"	"OR10D3"
"9879"	"Ncl"	"NCL"
"9880"	"1700021F05Rik"	"MTRES1"
"9881"	"Rad51ap1"	"RAD51AP1"
"9882"	"Mrpl10"	"MRPL10"
"9883"	"Ank3"	"ANK3"
"9884"	"Cfap46"	"CFAP46"
"9885"	"Ifngr2"	"IFNGR2"
"9886"	"Eif2ak1"	"EIF2AK1"
"9887"	"Cxcl17"	"CXCL17"
"9888"	"Cd69"	"CD69"
"9889"	"Ctdsp2"	"CTDSP2"
"9890"	"Letm2"	"LETM2"
"9891"	"Engase"	"ENGASE"
"9892"	"Jade3"	"JADE3"
"9893"	"Ceacam11"	"CEACAM1"
"9894"	"Ceacam11"	"CEACAM8"
"9895"	"Ceacam11"	"PSG3"
"9896"	"Ceacam11"	"PSG8"
"9897"	"Ceacam11"	"PSG1"
"9898"	"Ceacam11"	"PSG5"
"9899"	"Ceacam11"	"PSG11"
"9900"	"Ceacam11"	"PSG6"
"9901"	"Ceacam11"	"PSG4"
"9902"	"Spats2"	"SPATS2"
"9903"	"Slc25a21"	"SLC25A21"
"9904"	"Wtip"	"WTIP"
"9905"	"Med1"	"MED1"
"9906"	"Endog"	"ENDOG"
"9907"	"Rapgef3"	"RAPGEF3"
"9908"	"Zfand3"	"ZFAND3"
"9909"	"Arfgap1"	"ARFGAP1"
"9910"	"Klhl24"	"KLHL24"
"9911"	"Pnma3"	"PNMA3"
"9912"	"Gm13103"	"PRAMEF12"
"9913"	"Gm13103"	"PRAMEF1"
"9914"	"Gm13103"	"PRAMEF11"
"9915"	"Gm13103"	"PRAMEF2"
"9916"	"Gm13103"	"PRAMEF10"
"9917"	"Gm13103"	"PRAMEF6"
"9918"	"Gm13103"	"PRAMEF7"
"9919"	"Gm13103"	"PRAMEF4"
"9920"	"Gm13103"	"PRAMEF27"
"9921"	"Gm13103"	"PRAMEF25"
"9922"	"Gm13103"	"PRAMEF26"
"9923"	"Gm13103"	"PRAMEF9"
"9924"	"Gm13103"	"PRAMEF13"
"9925"	"Gm13103"	"PRAMEF18"
"9926"	"Gm13103"	"PRAMEF5"
"9927"	"Gm13103"	"PRAMEF15"
"9928"	"Gm13103"	"PRAMEF8"
"9929"	"Gm13103"	"PRAMEF33"
"9930"	"Gm13103"	"PRAMEF14"
"9931"	"Gm13103"	"PRAMEF19"
"9932"	"Gm13103"	"PRAMEF17"
"9933"	"Gm13103"	"PRAMEF20"
"9934"	"Gbe1"	"GBE1"
"9935"	"Rassf4"	"RASSF4"
"9936"	"Tgif1"	"TGIF1"
"9937"	"Vav2"	"VAV2"
"9938"	"Higd1a"	"HIGD1A"
"9939"	"Boll"	"BOLL"
"9940"	"Dspp"	"DSPP"
"9941"	"Zfp748"	"ZNF845"
"9942"	"Pkdcc"	"PKDCC"
"9943"	"Imp3"	"IMP3"
"9944"	"Als2cl"	"ALS2CL"
"9945"	"Pdxp"	"PDXP"
"9946"	"Adgrg2"	"ADGRG2"
"9947"	"Gpr89"	"GPR89B"
"9948"	"Lrrc24"	"LRRC24"
"9949"	"Safb"	"SAFB"
"9950"	"Triobp"	"TRIOBP"
"9951"	"Pitpna"	"PITPNA"
"9952"	"Dpys"	"DPYS"
"9953"	"Polr3b"	"POLR3B"
"9954"	"Slc10a5"	"SLC10A5"
"9955"	"Gbf1"	"GBF1"
"9956"	"Klhl22"	"KLHL22"
"9957"	"Donson"	"DONSON"
"9958"	"Dhdds"	"DHDDS"
"9959"	"Ntrk1"	"NTRK1"
"9960"	"Hsd17b13"	"HSD17B13"
"9961"	"Tekt5"	"TEKT5"
"9962"	"Kpnb1"	"KPNB1"
"9963"	"Leprot"	"LEPROT"
"9964"	"Timd4"	"TIMD4"
"9965"	"Eva1a"	"EVA1A"
"9966"	"Ids"	"IDS"
"9967"	"Zfp786"	"ZNF786"
"9968"	"Surf1"	"SURF1"
"9969"	"Baz1a"	"BAZ1A"
"9970"	"Adrb2"	"ADRB2"
"9971"	"Zfp426"	"ZNF426"
"9972"	"Lkaaear1"	"LKAAEAR1"
"9973"	"Prdm2"	"PRDM2"
"9974"	"C87414"	"PRAMEF12"
"9975"	"C87414"	"PRAMEF1"
"9976"	"C87414"	"PRAMEF11"
"9977"	"C87414"	"PRAMEF2"
"9978"	"C87414"	"PRAMEF10"
"9979"	"C87414"	"PRAMEF6"
"9980"	"C87414"	"PRAMEF7"
"9981"	"C87414"	"PRAMEF4"
"9982"	"C87414"	"PRAMEF27"
"9983"	"C87414"	"PRAMEF25"
"9984"	"C87414"	"PRAMEF26"
"9985"	"C87414"	"PRAMEF9"
"9986"	"C87414"	"PRAMEF13"
"9987"	"C87414"	"PRAMEF18"
"9988"	"C87414"	"PRAMEF5"
"9989"	"C87414"	"PRAMEF15"
"9990"	"C87414"	"PRAMEF8"
"9991"	"C87414"	"PRAMEF33"
"9992"	"C87414"	"PRAMEF14"
"9993"	"C87414"	"PRAMEF19"
"9994"	"C87414"	"PRAMEF17"
"9995"	"C87414"	"PRAMEF20"
"9996"	"Rasgrp4"	"RASGRP4"
"9997"	"Mta2"	"MTA2"
"9998"	"Zscan25"	"ZSCAN25"
"9999"	"Ido2"	"IDO2"
"10000"	"Lin52"	"LIN52"
"10001"	"Serpina7"	"SERPINA7"
"10002"	"Snrnp48"	"SNRNP48"
"10003"	"Mrgprb1"	"MRGPRX3"
"10004"	"Mrgprb1"	"MRGPRX4"
"10005"	"Pcsk6"	"PCSK6"
"10006"	"Cnot11"	"CNOT11"
"10007"	"Ifng"	"IFNG"
"10008"	"Stag3"	"STAG3"
"10009"	"Olfr1065"	"OR8K3"
"10010"	"D1Pas1"	"DDX3X"
"10011"	"Hcn3"	"HCN3"
"10012"	"Pkd1"	"PKD1"
"10013"	"Lmntd1"	"LMNTD1"
"10014"	"Slc9a9"	"SLC9A9"
"10015"	"Map4k1"	"MAP4K1"
"10016"	"Fhit"	"FHIT"
"10017"	"Tsg101"	"TSG101"
"10018"	"Prdm14"	"PRDM14"
"10019"	"Rragc"	"RRAGC"
"10020"	"Pou6f2"	"POU6F2"
"10021"	"Med8"	"MED8"
"10022"	"Map10"	"MAP10"
"10023"	"Tenm3"	"TENM3"
"10024"	"Kcnd1"	"KCND1"
"10025"	"Dmwd"	"DMWD"
"10026"	"Ttc19"	"TTC19"
"10027"	"Zfp385c"	"ZNF385C"
"10028"	"Cry1"	"CRY1"
"10029"	"Rpl22l1"	"RPL22L1"
"10030"	"Tarm1"	"TARM1"
"10031"	"Colq"	"COLQ"
"10032"	"Alyref2"	"ALYREF"
"10033"	"Ripply1"	"RIPPLY1"
"10034"	"Sgca"	"SGCA"
"10035"	"Rufy2"	"RUFY2"
"10036"	"Wif1"	"WIF1"
"10037"	"Lrrc14"	"LRRC14"
"10038"	"Lmo3"	"LMO3"
"10039"	"Hps6"	"HPS6"
"10040"	"Ppp1r14d"	"PPP1R14D"
"10041"	"Stx11"	"STX11"
"10042"	"Lpgat1"	"LPGAT1"
"10043"	"Akap8"	"AKAP8"
"10044"	"Foxa1"	"FOXA1"
"10045"	"Slc12a5"	"SLC12A5"
"10046"	"Ephx3"	"EPHX3"
"10047"	"Efcab6"	"EFCAB6"
"10048"	"Deup1"	"DEUP1"
"10049"	"Cilp2"	"CILP2"
"10050"	"Odf3l1"	"ODF3L1"
"10051"	"Mis12"	"MIS12"
"10052"	"Ech1"	"ECH1"
"10053"	"BC016579"	"C3orf52"
"10054"	"Emd"	"EMD"
"10055"	"Zfp984"	"ZNF34"
"10056"	"Ccl3"	"CCL18"
"10057"	"Ccl3"	"CCL3"
"10058"	"Slc35b2"	"SLC35B2"
"10059"	"Ccdc86"	"CCDC86"
"10060"	"Limd1"	"LIMD1"
"10061"	"Klhl13"	"KLHL13"
"10062"	"Siae"	"SIAE"
"10063"	"Mtor"	"MTOR"
"10064"	"Olfr1217"	"OR4C15"
"10065"	"H3f3a"	"H3-3A"
"10066"	"Cd3eap"	"CD3EAP"
"10067"	"Cacng2"	"CACNG2"
"10068"	"Ythdf1"	"YTHDF1"
"10069"	"Mindy3"	"MINDY3"
"10070"	"Relt"	"RELT"
"10071"	"Ptpre"	"PTPRE"
"10072"	"Pnpla7"	"PNPLA7"
"10073"	"Il23r"	"IL23R"
"10074"	"Fmr1nb"	"FMR1NB"
"10075"	"Hmgb2"	"HMGB2"
"10076"	"Sh3glb2"	"SH3GLB2"
"10077"	"Ube2z"	"UBE2Z"
"10078"	"Rgs9bp"	"RGS9BP"
"10079"	"Slco4a1"	"SLCO4A1"
"10080"	"Ptgs2"	"PTGS2"
"10081"	"Rrp15"	"RRP15"
"10082"	"Gipr"	"GIPR"
"10083"	"Gm5065"	"LGALSL"
"10084"	"Cep152"	"CEP152"
"10085"	"Trim7"	"TRIM7"
"10086"	"Cdc73"	"CDC73"
"10087"	"Adrb1"	"ADRB1"
"10088"	"Clec9a"	"CLEC9A"
"10089"	"Spx"	"SPX"
"10090"	"Brinp2"	"BRINP2"
"10091"	"Maged1"	"MAGED1"
"10092"	"Olfr1087"	"OR8K3"
"10093"	"Sec22c"	"SEC22C"
"10094"	"Nos3"	"NOS3"
"10095"	"Mrpl35"	"MRPL35"
"10096"	"Traf7"	"TRAF7"
"10097"	"Cmklr1"	"CMKLR1"
"10098"	"Npas4"	"NPAS4"
"10099"	"Krt84"	"KRT84"
"10100"	"Mrps18a"	"MRPS18A"
"10101"	"Tex13b"	"TEX13B"
"10102"	"Mettl18"	"METTL18"
"10103"	"Zfp566"	"ZNF566"
"10104"	"Gadl1"	"GADL1"
"10105"	"Alox12b"	"ALOX12B"
"10106"	"Fbxw9"	"FBXW9"
"10107"	"Nrarp"	"NRARP"
"10108"	"Atp6v1e2"	"ATP6V1E2"
"10109"	"Ost4"	"OST4"
"10110"	"Klhl15"	"KLHL15"
"10111"	"Hspa2"	"HSPA2"
"10112"	"Bhlhb9"	"BHLHB9"
"10113"	"A430033K04Rik"	"ZNF713"
"10114"	"Slc20a2"	"SLC20A2"
"10115"	"Calml4"	"CALML4"
"10116"	"Atg13"	"ATG13"
"10117"	"Ppil2"	"PPIL2"
"10118"	"Tmie"	"TMIE"
"10119"	"Mff"	"MFF"
"10120"	"Elovl1"	"ELOVL1"
"10121"	"Tmprss12"	"TMPRSS12"
"10122"	"Acly"	"ACLY"
"10123"	"Wdr89"	"WDR89"
"10124"	"Sp6"	"SP6"
"10125"	"Esco1"	"ESCO1"
"10126"	"Trim61"	"TRIM61"
"10127"	"Tnmd"	"TNMD"
"10128"	"Tbata"	"TBATA"
"10129"	"Serpine3"	"SERPINE3"
"10130"	"Retnlg"	"RETNLB"
"10131"	"Prpf19"	"PRPF19"
"10132"	"Bcl7a"	"BCL7A"
"10133"	"Ccdc9"	"CCDC9"
"10134"	"Gchfr"	"GCHFR"
"10135"	"Clec16a"	"CLEC16A"
"10136"	"Pcsk1n"	"PCSK1N"
"10137"	"Eif4g2"	"EIF4G2"
"10138"	"Zfp13"	"ZNF205"
"10139"	"Baz1b"	"BAZ1B"
"10140"	"Pbld2"	"PBLD"
"10141"	"Mipol1"	"MIPOL1"
"10142"	"Hivep2"	"HIVEP2"
"10143"	"Cacfd1"	"CACFD1"
"10144"	"Med24"	"MED24"
"10145"	"Mocs1"	"MOCS1"
"10146"	"Gpat4"	"GPAT4"
"10147"	"Rxrg"	"RXRG"
"10148"	"Slc4a1"	"SLC4A1"
"10149"	"Emcn"	"EMCN"
"10150"	"P2ry10"	"P2RY10"
"10151"	"Coa4"	"COA4"
"10152"	"Zfp763"	"ZNF487"
"10153"	"Irf2bp2"	"IRF2BP2"
"10154"	"Pcif1"	"PCIF1"
"10155"	"Fbxo6"	"FBXO44"
"10156"	"Fbxo6"	"FBXO6"
"10157"	"Rassf2"	"RASSF2"
"10158"	"Cldn34c1"	"CLDN34"
"10159"	"Lilra5"	"LILRB4"
"10160"	"Mobp"	"MOBP"
"10161"	"Unc13b"	"UNC13B"
"10162"	"Stradb"	"STRADB"
"10163"	"Lyn"	"LYN"
"10164"	"Phax"	"PHAX"
"10165"	"Ms4a4b"	"MS4A4A"
"10166"	"Ms4a4b"	"MS4A4E"
"10167"	"Fibcd1"	"FIBCD1"
"10168"	"Zfp637"	"ZNF32"
"10169"	"Msn"	"MSN"
"10170"	"Plcxd3"	"PLCXD3"
"10171"	"Nat8"	"NAT8"
"10172"	"Nat8"	"NAT8B"
"10173"	"Tcp10c"	"TCP10L2"
"10174"	"Tcp10c"	"TCP10"
"10175"	"Mblac2"	"MBLAC2"
"10176"	"Gimap6"	"GIMAP6"
"10177"	"Zfp105"	"ZNF35"
"10178"	"Lim2"	"C19orf84"
"10179"	"Cep95"	"CEP95"
"10180"	"Pigv"	"PIGV"
"10181"	"Ms4a8a"	"MS4A8"
"10182"	"Gm648"	"CT45A10"
"10183"	"Gm648"	"SAGE1"
"10184"	"Mllt6"	"MLLT6"
"10185"	"Mfng"	"MFNG"
"10186"	"Sytl4"	"SYTL4"
"10187"	"Gadd45b"	"GADD45B"
"10188"	"Atp6ap1"	"ATP6AP1"
"10189"	"Hyi"	"HYI"
"10190"	"Smap1"	"SMAP1"
"10191"	"Zfp963"	"ZNF101"
"10192"	"Olfr297"	"OR14C36"
"10193"	"Bcl2l2"	"BCL2L2"
"10194"	"Galk1"	"GALK1"
"10195"	"Dtd2"	"DTD2"
"10196"	"Crx"	"CRX"
"10197"	"Ccr5"	"CCR5"
"10198"	"Esr2"	"ESR2"
"10199"	"Timm17b"	"TIMM17B"
"10200"	"Il10rb"	"IL10RB"
"10201"	"Pwwp2b"	"PWWP2B"
"10202"	"Slc38a9"	"SLC38A9"
"10203"	"Bfsp2"	"BFSP2"
"10204"	"Cald1"	"CALD1"
"10205"	"Pde1b"	"PDE1B"
"10206"	"Armcx1"	"ARMCX1"
"10207"	"Timm10b"	"TIMM10B"
"10208"	"Alg3"	"ALG3"
"10209"	"Bcorl1"	"BCORL1"
"10210"	"Sh3glb1"	"SH3GLB1"
"10211"	"Maoa"	"MAOA"
"10212"	"Tubgcp3"	"TUBGCP3"
"10213"	"Ccr2"	"CCR2"
"10214"	"Doc2a"	"DOC2A"
"10215"	"Col8a2"	"COL8A2"
"10216"	"Tmprss5"	"TMPRSS5"
"10217"	"Gpr87"	"GPR87"
"10218"	"9130401M01Rik"	"ZHX1-C8orf76"
"10219"	"9130401M01Rik"	"C8orf76"
"10220"	"Spon1"	"SPON1"
"10221"	"Mpv17l"	"MPV17L"
"10222"	"Plppr4"	"PLPPR4"
"10223"	"Brip1"	"BRIP1"
"10224"	"Sik1"	"SIK1"
"10225"	"Sik1"	"SIK1B"
"10226"	"Dcun1d1"	"DCUN1D1"
"10227"	"Ly6g6e"	"LY6G6E"
"10228"	"Hdac8"	"HDAC8"
"10229"	"Inpp5a"	"INPP5A"
"10230"	"Defb25"	"DEFB124"
"10231"	"Lcat"	"LCAT"
"10232"	"Fas"	"FAS"
"10233"	"Dusp2"	"DUSP2"
"10234"	"Spp1"	"SPP1"
"10235"	"Asb13"	"ASB13"
"10236"	"Rdm1"	"RDM1"
"10237"	"Hint1"	"HINT1"
"10238"	"Serinc3"	"SERINC3"
"10239"	"Rhbdd1"	"RHBDD1"
"10240"	"Cacng6"	"CACNG6"
"10241"	"Zfp512b"	"ZNF512B"
"10242"	"Aplnr"	"APLNR"
"10243"	"Ushbp1"	"USHBP1"
"10244"	"Mical2"	"MICAL2"
"10245"	"Hpx"	"HPX"
"10246"	"Bmp5"	"BMP5"
"10247"	"Arhgef11"	"ARHGEF11"
"10248"	"Skp1a"	"SKP1"
"10249"	"Rapgef6"	"RAPGEF6"
"10250"	"Cmas"	"CMAS"
"10251"	"Zfp652"	"ZNF652"
"10252"	"Zbtb1"	"ZBTB1"
"10253"	"Casc3"	"CASC3"
"10254"	"Dok5"	"DOK5"
"10255"	"Rnf149"	"RNF149"
"10256"	"Ucp1"	"UCP1"
"10257"	"Tinagl1"	"TINAGL1"
"10258"	"Olfr980"	"OR10G8"
"10259"	"Olfr980"	"OR10G7"
"10260"	"Pdha2"	"PDHA2"
"10261"	"Ccdc80"	"CCDC80"
"10262"	"Shroom4"	"SHROOM4"
"10263"	"Zc3h4"	"ZC3H4"
"10264"	"Glcci1"	"GLCCI1"
"10265"	"Syt14"	"SYT14"
"10266"	"Fscn3"	"FSCN3"
"10267"	"Pou4f1"	"POU4F1"
"10268"	"Mbd3l2"	"MBD3L2B"
"10269"	"Mbd3l2"	"MBD3L5"
"10270"	"Mbd3l2"	"MBD3L4"
"10271"	"Mbd3l2"	"MBD3L2"
"10272"	"Mbd3l2"	"MBD3L3"
"10273"	"Mrpl51"	"MRPL51"
"10274"	"Gja8"	"GJA8"
"10275"	"Pcmtd2"	"PCMTD2"
"10276"	"Calm5"	"CALML5"
"10277"	"Glud1"	"GLUD1"
"10278"	"C030006K11Rik"	"C8orf82"
"10279"	"Cpped1"	"CPPED1"
"10280"	"Hspbp1"	"HSPBP1"
"10281"	"Pnma2"	"PNMA2"
"10282"	"Plag1"	"PLAG1"
"10283"	"C1ql4"	"C1QL4"
"10284"	"Cmtm8"	"CMTM8"
"10285"	"Arhgap9"	"ARHGAP9"
"10286"	"Elmo2"	"ELMO2"
"10287"	"Pck1"	"PCK1"
"10288"	"Arhgap27"	"ARHGAP27"
"10289"	"Rdh14"	"RDH14"
"10290"	"Tacc1"	"TACC1"
"10291"	"Mx2"	"MX1"
"10292"	"Thap11"	"THAP11"
"10293"	"Mrps14"	"MRPS14"
"10294"	"Prepl"	"PREPL"
"10295"	"Gemin7"	"GEMIN7"
"10296"	"Sult2a8"	"SULT2A1"
"10297"	"Srpk2"	"SRPK2"
"10298"	"Saa1"	"SAA2"
"10299"	"Saa1"	"SAA1"
"10300"	"Stk40"	"STK40"
"10301"	"Ncoa2"	"NCOA2"
"10302"	"Ilk"	"ILK"
"10303"	"Abcc6"	"ABCC6"
"10304"	"Tmem81"	"TMEM81"
"10305"	"Nudt11"	"NUDT11"
"10306"	"Pde4d"	"PDE4D"
"10307"	"Bex3"	"BEX3"
"10308"	"Neil3"	"NEIL3"
"10309"	"Gpd1"	"GPD1"
"10310"	"Gp6"	"GP6"
"10311"	"Fam3b"	"FAM3B"
"10312"	"Baiap2l2"	"BAIAP2L2"
"10313"	"Hspa4l"	"HSPA4L"
"10314"	"Eef1b2"	"EEF1B2"
"10315"	"Six5"	"SIX5"
"10316"	"Rab11fip5"	"RAB11FIP5"
"10317"	"Stpg3"	"STPG3"
"10318"	"1700009N14Rik"	"RAN"
"10319"	"Tpr"	"TPR"
"10320"	"March4"	"MARCHF4"
"10321"	"Wscd1"	"WSCD1"
"10322"	"Lamtor2"	"LAMTOR2"
"10323"	"Tex45"	"TEX45"
"10324"	"Ddx60"	"DDX60"
"10325"	"Sptb"	"SPTB"
"10326"	"Cox7a1"	"COX7A1"
"10327"	"Ulk1"	"ULK1"
"10328"	"Ift20"	"IFT20"
"10329"	"Fry"	"FRY"
"10330"	"Btk"	"BTK"
"10331"	"Gstp1"	"GSTP1"
"10332"	"Prr14"	"PRR14"
"10333"	"Top2b"	"TOP2B"
"10334"	"Zc3h3"	"ZC3H3"
"10335"	"Wiz"	"WIZ"
"10336"	"Stam"	"STAM"
"10337"	"Pou5f2"	"POU5F2"
"10338"	"Adam18"	"ADAM18"
"10339"	"Micall1"	"MICALL1"
"10340"	"Dthd1"	"DTHD1"
"10341"	"Specc1"	"SPECC1"
"10342"	"Foxp3"	"FOXP3"
"10343"	"Olfr16"	"OR10J5"
"10344"	"Ndufb7"	"NDUFB7"
"10345"	"Lyg2"	"LYG2"
"10346"	"Clec12a"	"CLEC12A"
"10347"	"Olfr1036"	"OR5M9"
"10348"	"Slirp"	"SLIRP"
"10349"	"P3h2"	"P3H2"
"10350"	"Tbl1x"	"TBL1X"
"10351"	"Crybg1"	"CRYBG1"
"10352"	"Epdr1"	"EPDR1"
"10353"	"Rmdn3"	"RMDN3"
"10354"	"Tmem232"	"TMEM232"
"10355"	"Itga1"	"ITGA1"
"10356"	"Smarce1"	"SMARCE1"
"10357"	"Map1a"	"MAP1A"
"10358"	"Aurkc"	"AURKC"
"10359"	"Gm13078"	"PRAMEF12"
"10360"	"Gm13078"	"PRAMEF1"
"10361"	"Gm13078"	"PRAMEF11"
"10362"	"Gm13078"	"PRAMEF2"
"10363"	"Gm13078"	"PRAMEF10"
"10364"	"Gm13078"	"PRAMEF6"
"10365"	"Gm13078"	"PRAMEF7"
"10366"	"Gm13078"	"PRAMEF4"
"10367"	"Gm13078"	"PRAMEF27"
"10368"	"Gm13078"	"PRAMEF25"
"10369"	"Gm13078"	"PRAMEF26"
"10370"	"Gm13078"	"PRAMEF9"
"10371"	"Gm13078"	"PRAMEF13"
"10372"	"Gm13078"	"PRAMEF18"
"10373"	"Gm13078"	"PRAMEF5"
"10374"	"Gm13078"	"PRAMEF15"
"10375"	"Gm13078"	"PRAMEF8"
"10376"	"Gm13078"	"PRAMEF33"
"10377"	"Gm13078"	"PRAMEF14"
"10378"	"Gm13078"	"PRAMEF19"
"10379"	"Gm13078"	"PRAMEF17"
"10380"	"Gm13078"	"PRAMEF20"
"10381"	"Pimreg"	"PIMREG"
"10382"	"Camta1"	"CAMTA1"
